,name_en,desc_en,model_id,product_number,product_additional,product_number_source_type
979,Viomi Kick-Line heater Pro,,viomi.heater.vxtj01,VXTJ01,,manual
980,Viomi Smart Water Purifier Fast3 (800G W),MIoT-Spec protocol access,yunmi.waterpuri.f3,,,
981,Smart curtain motor,Smart curtain motor (in use),ldsn.curtain.awcc11,,,
982,Viomi Wall Mounted Washing Machine,,viomi.washer.w1,,,
983,Feihong lighting,Philippine bluetooth two-color light,yhzm.light.wyfh01,,,
984,IMILAB C10,Xiaobai Smart Camera Volkswagen 1080P,chuangmi.camera.27a02,,,
985,VIOMI Smart Instant Heating Water Dispenser (MINI),"1. Normal temperature water to boiling water does not need to be heated and stored, it is hot when used
2. User-defined water outlet temperature and water flow rate",yunmi.kettle.r1,,,
986,Hrlchure Intelligent Drying Rack s63,,babai.airer.hc01b,,,
987,fan,,wfiot.fan.a8,,,
988,Xiaoyan scene switch,Xiaoyan scene switch,terncy.switch.scene,,,
989,KingSmith K15 Treadmill,"Xiaojin K15 treadmill is a cost-effective, high-value treadmill developed for running enthusiasts.",ksmb.treadmill.v2,,,
990,air conditioning,,bright.aircondition.air,,,
991,Navi (Rou Feng) 2P,"erp code: 50.01.01.02.0053
69 yards: 6923185617228
Product model: KFRd-51LW/Y2RD2-A1",viomi.aircondition.y53,KFRd-51LW/Y2RD2-A1,,auto
992,SmartJoy Zhizhen Dimmer (Bluetooth Mesh version),,smartj.light.sjdlds,,,
993,Mi Plug Mini,Create a new name for Mi Mini Socket,chuangmi.plug.m1,ZNCZ02CM,,manual
994,Manipulator,,juzi.motor.106011,,,
995,Yeelight LED Ceiling Light Pro,Luna CD Overseas Edition,yeelink.light.ceila,,,
996,switch,"Smart switch, touch switch",scmkcz.switch.chsw,,,
997,switch',,zhimai.switch.zm004,,,
998,Viomi Refrigerator (Cross Door 410L),,viomi.fridge.u35,,,
999,Mi 360 Camera (1080p),Xiaomi Smart Camera Table Edition SE +,chuangmi.camera.026c02,,,
1000,JO FOND Indoor heater (convection electric heater),NDL200-B73BRGW,kadeer.heater.b73brg,NDL200-B73BRGW,,auto
1001,iCool 1S 1P (New Energy Efficiency),"erp code: 50.01.01.01.0069
69 yards: 6923185615170
Product model: KFRd-26GW/Y3PC5-A1",viomi.aircondition.y29,KFRd-26GW/Y3PC5-A1,,auto
1002,curtain,curtain,scmkcz.curtain.chcl,,,
1003,socket,,biot.plug.socket,,,
1004,Shanhe IOT,,shanhe.switch.v1,,,
1005,Metering socket (16A),Metering socket (16A),tc0756.plug.48,,,
1006,Ordinary curtains,,juzi.curtain.401011,,,
1007,MOMODA Head Massager,,rotai.magic_touch.sx315,,,
1008,Hitachi Fresh Air,Hitachi Fresh Air (abandoned),tc0756.airfresh.50,,,
1009,Easewell AI Massage Chair,"One-dimensional AI smart massage chair, define a new massage experience, give you extraordinary enjoyment",17216.massage.ec1266a,,,
1010,Smart light,,tbsy.light.1221,,,
1011,Mi Band 3 NFC version,,hmpace.bracelet.v3nfc,,,
1012,Mi Lai (DIM Five Heads-PP-Remote Control Version),,ldsn.light.2mld12,,,
1013,CWRGB bulb light,,nvcls.light.04000e,,,
1014,Humidifier,,milamp.sensor_ht.sensor,,,
1015,Mi Water Purifier 1A/400G Pro,Mi Water Purifier II,yunmi.waterpuri.lx5,MR424-A,,manual
1016,Smart panel,,juzi.switch.010101,,,
1017,Viomi Internet Hood Flash Pro,MIoT-Spec protocol access,viomi.hood.c4,,,
1018,Smart curtain,,scinan.curtain.mc01,,,
1019,RGBCW Bulb,,zengge.light.rgbw,,,
1020,Qingping Air Monitor,Qingping Air Detector (Snow),cgllc.airmonitor.s1,CGS1,,manual
1021,Mi Wireless Photo Printer,"This product uses sublimation printing technology to support printing 6-inch photos.Users can use Mijia APP, AirPrint, or wirelessly connect to a computer, and send photos to the device for printing.",hannto.printer.honey,,,
1022,Sink cleaning machine,"It has a sink-type washing machine that automatically cleans fruits, vegetables, meat and seafood.It integrates the functions of a sink and a fruit and vegetable purifier.",msj.f_washer.m1,,,
1023,Switch,Switch,cydj.plug.v5,,,
1024,Viomi Refrigerator 21Face (520L),MIoT-Spec protocol access,viomi.fridge.x13,,,
1025,Yeelight LED Bulb (Tunable),ct2,yeelink.light.ct2,,,
1026,KH POWER PULG,"Through home WiFi, let the socket can remotely control local mobile phone locally, and use multiple safety protection: greatly enhance convenience and security.
Anti-contact poor design: built-in temperature sensor, when the electrical plug and the socket are in a semi-contact state, when the temperature of the contact surface is too high, it will promptly notify the user and automatically power off.
Anti-over protection design: Real-time statistics of built-in power, power exceeding rated range, inform the user to automatically power off, the outer casing uses high temperature flame retardant materials, 750 C high temperature flame retardant, independent safety door design, prevent human misunderstanding.",693948.plug.khgsp,,,
1027,curtain,,eide.curtain.curtai,,,
1028,Human body movement sensor in the future,Wired connection,bymiot.motion.v1,,,
1029,Mi Smart Baseboard Heater,,leshow.heater.bs1,,,
1030,Mi Smart Space Heater S,Mi Home Appliance Heater Upgraded Version,zhimi.heater.ma2,,,
1031,Fresh air thermostat,The product was discarded because the fresh air has been changed to an air purifier,simon.aircondition.xfwk,,,
1032,Dimming light,,wlank.light.001,,,
1033,MR.BOND,"Mr. Bang's smart clothes dryer, on the basis of lighting and drying, adds ultraviolet disinfection function.",mrbond.airer.m1super,,,
1034,Mi Mesh Downlight,Mesh downlight lamp group,yeelink.light.dn2grp,,,
1035,Spotlight (adjustable temperature),,lumi.light.cwjwcn01,JWSP001A,,manual
1036,Dimmable Bulb,"Bulb single color, high voltage module W, single color high voltage controller on sale",cydj.light.v7,,,
1037,Yeelight Mesh LED Downlight,Mesh downlight,yeelink.light.dnlight2,YLSD01YL / MJTS01YL,,manual
1038,Philips Zhirui Ceiling Lamp Bedroom 28W,Philips Smart Ceiling Light 350,philips.light.bceiling2,,,
1039,Door sensor,,ghome.magnet.sf007,,,
1040,Viomi Smart Bath Heater (Touch Version),Yuba,viomi.bhf_light.v1,,,
1041,"Aqara Wall Switch D1 (With Neutral, Double Rocker)","AQARA Wall Switch (Zero Fire Double Backup), Upgrade Switch Panel (Embedded Join Temperature Excessive Protection) ZB1.2, Press: Click the left button (action), click Right click (action), click left and rightkey.",lumi.switch.b2nacn02,QBKG24LM,Double Wall Switch D1,manual
1042,King 1S (Rou Feng) 1.5P,"erp code: 50.01.01.01.0031
69 yards: 6923185613428
Product model: KFRd-35GW/K1RB1-A1",viomi.aircondition.v31,KFRd-35GW/K1RB1-A1,,auto
1043,Remote control master-wifi to infrared-DVD,Remote control master-wifi to infrared-DVD,zhihw.switch.yk0003,,,
1044,Yuba switch (105),,coolki.switch.uid105,,,
1045,Viomi Refrigerator (French Door 355L),,viomi.fridge.u29,,,
1046,Duty switch second generation (0-10V),Duty switch second generation (0-10V),kuju02.light.65,,,
1047,VRF Air Conditioning Controller,Variable refrigerant flow multi-connected air conditioning system (referred to as multi-line) controller.,lumi.airrtc.vrfegl01,KTBL01LM,,manual
1048,VIOMI Internet electric water heater 1A (60L),Electric water heater (60L),viomi.waterheater.e1,VEW602-W,,manual
1049,gsm_switch_three,GSM three-channel switch,coolki.switch.uiid30,,,
1050,Smart drying rack,Lady Jingui Smart Clothes Machine,kejia.airer.th001,,,
1051,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1052,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1053,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1054,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1055,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1056,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1057,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1058,Aqara Single Switch Module T1 (With Neutral),"Zigbee3.0, zero live wire to take power, small size, can be built into wall cassettes, ceiling lights or other high-power devices that need to be intelligently controlled on and off, and can be controlled by APP, multi-smart device linkage or original mechanical switchesThe device controls on and off.",lumi.switch.n0acn2,,?,manual
1059,Nordic ceiling light,,nvcls.light.040017,,,
1060,Amazfit Watch,Amazfit smart sports watch,hmpace.watch.v1,,,
1061,air conditioning,,hbkj1.aircondition.v1,,,
1062,Viomi Refrigerator 21Face (451L),Android SDK access,viomi.fridge.b5,,,
1063,Milano 1C 2P (New Energy Efficiency),"erp code: 50.01.01.02.0041
69 yards: 6923185616832
Product model: KFRd-51LW/Y4PC2-A3",viomi.aircondition.y37,KFRd-51LW/Y4PC2-A3,,auto
1064,Hitachi Central Air Conditioning,Hitachi Central Air Conditioning b,tc0756.aircondition.53b,,,
1065,Air conditioning thermostat,aq1,lumi.aircondition.aq1,,,
1066,IMILAB Home Security Camera Y2,Xiaobai Smart Camera PTZ Version Y2,chuangmi.camera.036a02,,,
1067,Zhirui Ceiling Lamp Starry 40W,Zhirui Ceiling Light Flowing Fluorescent Bedroom 40W,philips.light.sceilm,,,
1068,Yeelight Color Bulb,Yeelight color light bulb,yeelink.light.color1,YLDP02YL,,manual
1069,Set-top box,,tyzhjt.stb.stb003,,,
1070,Mi Air Purifier X,Sheet metal,zhimi.airpurifier.xa1,,,
1071,Gomani bath heater,G1-Yuba regular,gmn.bhf_light.yb1,,,
1072,Royal (AI Yu Yin) 2P,"erp code: 50.01.01.02.0019
69 yards: 6923185613404
Product model: KFRd-51LW/K2YB2-A1",viomi.aircondition.v28,KFRd-51LW/K2YB2-A1,,auto
1073,STB,"Smart set-top box remote control, support Xiaoai audio voice control",orvibo.stb.irstbv1,,,
1074,OWSYUDI,,ows.heater.yudi20,,,
1075,Hydroelectric floor heating thermostat,"I7 hydroelectric floor heating thermostat
E3 hydroelectric floor heating thermostat",simon.aircondition.sddn,,,
1076,Hualai Xiaofang smart camera (dual camera version),Hualai Xiaofang Smart Camera (Dual Camera Version),isa.camera.qf3,,,
1077,Aqara Door lock S2 Pro,"The upgraded version of Aqara smart door lock S2 can be unlocked by fingerprints, passwords, and electronic keys, and can detect the status of the door, and can be linked with other smart devices through a wealth of automated events.",lumi.lock.acn03,ZNMS13LM,,manual
1078,Viomi Rice Cooker (4L Premium Edition),Yunmi Internet Rice Cooker (4L Premium Edition),viomi.cooker.v2,,,
1079,TOKIT Mini Smart Oven,,tokit.oven.tk12l01,,,
1080,Opple Smart Lamp Board Mode A,,opple.light.barelp,,,
1081,DMS Smart downlight,Realtek 07P,dmq.light.wy0a01,,,
1082,Kettle,,ghome.kettle.sf009,,,
1083,smart curtains,Smart curtain,orvibo.curtain.v01,,,
1084,Infrared intelligent control terminal,,h2t.aircondition.ac,,,
1085,puppy vacuum,"A smart sweeper, which can be controlled by Puppy APP and Xiaoai audio",puppy.vacuum.r3x,,,
1086,Yeelight Mesh LED Candle Bulb Group,Mesh E14 Bulb Light Set,yeelink.light.mb2grp,,,
1087,G27_Smart socket_10A five holes,,bull.switch.gn004,,,
1088,Pak LED Smart Home Ceiling Lamp,Maintenance light,pak.light.pak005,,,
1089,Smart socket,Smart socket supports switch and power statistics function,yszj.switch.2410,,,
1090,Mi Box,Mi TV Box,xiaomi.tvbox.v1,,,
1091,Set-top box,Xiaohei Universal Remote Controls the STB through Xiao Ai,123888.stb.1101,,,
1092,Opple BEYOND Ceiling,Sunrise/Sunset/Sleep Ceiling Light,opple.light.bydceiling,,,
1093,OPPLE Light Strip Mode A,,opple.light.lgtstr,,,
1094,"Aqara Smart Wall Switch D1 (No Neutral, Triple Rocker)","Aqara smart wall switch D1 (single live wire three-button version) is an 86-type switch that can control 3 lights. Pressing the three buttons once will change the on-off state of the corresponding relay.It can be used by replacing the ordinary switch, and the neutral line is not required.Zigbee HA 1.2.",lumi.switch.l3acn3,QBKG25LM,,manual
1095,MOJIETU Car-Air P8S,Car air purifier to purify the air environment in the car,roidmi.carairpuri.pro,,,
1096,Mi Light Detection Sensor,"This product is a Mijia brand ZigBee 3.0 light sensor, which accurately detects the ambient light intensity and can intelligently link lamps, curtain motors and other equipment.",lumi.sen_ill.mgl01,GZCGQ01LM,,manual
1097,AUX Smart Air Conditioner,Oaks air conditioning_cooling and heating cabinet machine,aux.aircondition.hc1,,,
1098,King 1X 1P,"erp code: 50.01.01.01.0033
69 yards: 6923185613442
Product model: KFRd-26GW/K1QB2-A1",viomi.aircondition.v32,KFRd-26GW/K1QB2-A1,,auto
1099,Gomanni Scene two color downlight,Comanni scene two-color downlight-Realtek,gmn.light.wy0a02,,,
1100,Smart sink washing machine,Smart sink washing machine,msj.f_washer.m2,,,
1101,Viomi Smart Refrigerator iLive (Cross Four Door 415L/416L),Yunmi Internet Refrigerator iLive (Cross Four Door 415L),viomi.fridge.u13,,,
1102,SmartJoy wisdom at wall switch (two key WiFi),SmartJoy Wall Switch (Zero Fire Dual Button WiFi Version),smartj.switch.sjlh2e,,,
1103,Zhirui Ceiling Lamp Starry 80W,Zhirui Ceiling Light Flowing Fluorescent 80W Living Room,philips.light.sceil,,,
1104,Smart Plug (Wi-Fi),LifeSmart smart socket upgrades the traditional socket to a smart device that can be remotely controlled and supports two-way communication.,lfsmt.plug.ls060,,,
1105,IMILAB Security Camera N Series,,chuangmi.camera.025b02,,,
1106,Colored lights,Smart colored lights support brightness adjustment and color settings,yszj.light.2010,,,
1107,Miwa positioning beans,"■Real-time positioning, accurate and fast positioning
■Track playback
■Electronic fence
■Low power consumption, long standby
■Environmental and healthy materials, green design, EU standards
■Low battery alarm
■Remote control shutdown
■Password reset and modification
■Satellite timing
■Built-in sim card",insistek.tracker.wa620,,,
1108,TOKIT Smart IH Pressure Cooker,,tokit.pre_cooker.tkih1,,,
1109,Mi High-speed Smart Blender,,chunmi.juicer.a1,,,
1110,Mi Dual Burner Induction Cooker,,chunmi.ihcooker.double,,,
1111,Midea AC-i Youth,Midea Smart Air Conditioner,midea.aircondition.v1,,,
1112,IMILAB Eye-caring Table Lamp,,chuangmi.light.028a01,,,
1113,CRMCR iRon fingerprint safe,"Anno fingerprint safe, minimalist design, all operations are concentrated in one point, double-layer composite stainless steel door, special alloy steel box, giving the safe an indestructible body.Integrated integrated control mechanism, ONE TOUCH technology, electronically controlled telescopic handle, intelligent remote alarm and many other intelligent technologies give more convenience and safety attributes to use.",lcrmcr.safe.an35sizw,,,
1114,Dling window security alarm smart model.,"Window limit alarm is used to limit the safe opening of the window, preventing the child over the window and triggered danger, preventing the outside of the window outside the window, in this product induced that the window is too large, and the window vibration is strong, sound and remoteCall the police.",madv.alarm.winlock1,,,
1115,MiJia Car Air Purifier,Car air purifier to purify the air environment in the car,roidmi.carairpuri.v1,,,
1116,VANWARD Water Heater S5,,wanhe.waterheater.s5,,,
1117,Shanhe IOT,,shanhe.switch.1,,,
1118,Sweeping robot,,ghome.vacuum.sf013,,,
1119,1 position curtain switch,I7 1 position curtain switch,simon.curtain.i1cur,,,
1120,RGBCW Lighting,"Support RGBCW five-way full-color control.
Support various colorful modes, timing, scenes, music, night lights, etc.
Support almost all mainstream smart speakers on the market.
Supports interconnection and interaction with Ou Yi's full set of equipment.",oeco.light.rgbcw,,,
1121,modification_switch_one,Switch retrofit module (single channel switch),coolki.switch.uiid14,,,
1122,Mi IH Rice Cooker,,chunmi.cooker.normalcd1,,,
1123,Three button switch,,lxk.switch.klsjkg,,,
